traffic_volume,Day sin,Day cos,Year sin,Year cos,temp,clouds_all,rain_1h,snow_1h,is_weekend,is_holiday,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,dayofweek,day,month,year,day_hour
5713.0,0.6087614290178182,-0.7933533402842544,-0.9984095362746734,0.0563772815573048,298.17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,15.0
6292.0,0.382683432367116,-0.9238795325104476,-0.9983688695562688,0.0570929093753124,298.06,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,16.0
6057.0,0.1305261922274586,-0.9914448613728352,-0.9983276898989492,0.057808507860242,297.67,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,17.0
4907.0,-0.1305261922218392,-0.991444861373575,-0.998285997323868,0.0585240766444925,296.36,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,18.0
3503.0,-0.3826834323618794,-0.9238795325126166,-0.998243791852446,0.059239615360421,293.85,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,19.0
3037.0,-0.6087614290017767,-0.7933533402965635,-0.9982010735063674,0.0599551236404002,292.43,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,20.0
2822.0,-0.7933533402915526,-0.608761429008307,-0.99815784230758,0.0606706011168186,291.77,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,21.0
1992.0,-0.9238795325094664,-0.3826834323694842,-0.9981140982782952,0.0613860474220801,291.36,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,22.0
1166.0,-0.9914448613725008,-0.1305261922300001,-0.9980698414409872,0.0621014621886052,291.12,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,2012.0,23.0
627.0,-0.9914448613739096,0.1305261922192978,-0.9980250718183944,0.06281684504883,290.63,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,0.0
388.0,-0.9238795325135974,0.3826834323595112,-0.9979797894335184,0.0635321956352074,290.46,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,1.0
388.0,-0.9238795325135974,0.3826834323595112,-0.9979797894335184,0.0635321956352074,290.46,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,1.0
368.0,-0.6087614290103407,0.793353340289992,-0.9978876864702404,0.0649627985163141,289.26,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,3.0
368.0,-0.6087614290103407,0.793353340289992,-0.9978876864702404,0.0649627985163141,289.26,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,3.0
2489.0,-0.1305261922181141,0.9914448613740656,-0.9977935327404346,0.0663932678918825,283.21,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,5.0
5537.0,0.1305261922167563,0.9914448613742444,-0.9977456868983828,0.0671084515964581,282.24,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,6.0
6628.0,0.382683432357143,0.9238795325145784,-0.9976973284375932,0.067823600822201,281.69,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,7.0
5534.0,0.6087614290092542,0.7933533402908257,-0.9976484573829072,0.0685387152017407,280.57,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,8.0
5403.0,0.7933533402884316,0.6087614290123743,-0.997599073759434,0.0692537943676679,280.02,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,9.0
4770.0,0.9238795325075048,0.3826834323742206,-0.9975491775925456,0.0699688379525915,280.11,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,10.0
5217.0,0.9914448613737308,0.1305261922206555,-0.9974987689078773,0.0706838455891385,280.0,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,11.0
5870.0,0.9914448613745788,-0.1305261922142149,-0.997447847731328,0.0713988169099545,280.53,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,12.0
5967.0,0.9238795325155592,-0.3826834323547748,-0.9973964140890602,0.0721137515477038,281.43,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,13.0
6108.0,0.7933533402923862,-0.6087614290072205,-0.9973444680074988,0.0728286491350692,281.78,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,14.0
6128.0,0.6087614290144079,-0.7933533402868711,-0.9972920095133327,0.0735435093047531,281.91,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,15.0
6069.0,0.3826834323765888,-0.9238795325065235,-0.9972390386335144,0.0742583316894766,281.73,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,16.0
6169.0,0.1305261922231969,-0.9914448613733964,-0.997185555395258,0.0749731159219805,281.42,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,17.0
5384.0,-0.1305261922116735,-0.9914448613749134,-0.9971315598260428,0.0756878616350251,280.87,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,18.0
4063.0,-0.3826834323658508,-0.9238795325109715,-0.9970770519536104,0.0764025684613906,280.15,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,19.0
3364.0,-0.6087614290051869,-0.7933533402939467,-0.9970220318059608,0.0771172360339337,279.78,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,20.0
2971.0,-0.7933533402853107,-0.6087614290164416,-0.9969664994113716,0.0778318639853614,279.65,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,21.0
2450.0,-0.9238795325111115,-0.3826834323655128,-0.9969104547983688,0.0785464519485709,279.22,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,22.0
1832.0,-0.9914448613730618,-0.1305261922257383,-0.9968538979957478,0.0792609995564235,279.06,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2012.0,23.0
1231.0,-0.991444861375248,0.1305261922091321,-0.9967968290325654,0.079975506441801,278.81,90.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,0.0
718.0,-0.9238795325119524,0.3826834323634825,-0.9967392479381428,0.0806899722376062,278.55,90.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,1.0
545.0,-0.7933533402955072,0.6087614290031533,-0.9966811547420634,0.0814043965767632,278.59,90.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,2.0
545.0,-0.7933533402955072,0.6087614290031533,-0.9966811547420634,0.0814043965767632,278.59,90.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,2.0
411.0,-0.3826834323678811,0.9238795325101306,-0.9965634321645862,0.0828331194169346,276.99,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,4.0
688.0,-0.1305261922282797,0.9914448613727272,-0.9965038028436712,0.0835474171839043,276.35,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,5.0
1352.0,0.1305261922210181,0.9914448613736832,-0.9964436615420662,0.0842616720261362,275.4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,6.0
2072.0,0.3826834323611143,0.9238795325129334,-0.99638300829067,0.0849758835766628,275.17,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,7.0
3342.0,0.6087614290011196,0.7933533402970676,-0.996321843120645,0.0856900514685386,274.99,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,8.0
4258.0,0.7933533402910484,0.608761429008964,-0.9962601660634164,0.0864041753348407,275.09,40.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,9.0
4861.0,0.9238795325091496,0.3826834323702493,-0.9961979771506726,0.0871182548086685,276.88,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,10.0
5191.0,0.9914448613723924,0.1305261922308211,-0.9961352764143596,0.0878322895232013,278.04,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,11.0
5669.0,0.9914448613740178,-0.1305261922184767,-0.9960720638867016,0.0885462791114711,279.08,40.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,12.0
5074.0,0.9238795325139144,-0.3826834323587461,-0.996008339600171,0.0892602232067031,280.12,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,13.0
5025.0,0.793353340298628,-0.608761428999086,-0.9959441035875076,0.0899741214420894,280.25,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,14.0
5153.0,0.6087614290109976,-0.7933533402894879,-0.9958793558817146,0.0906879734508455,280.0,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,15.0
5024.0,0.3826834323726175,-0.9238795325081688,-0.9958140965160576,0.0914017788662106,279.06,90.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2012.0,16.0
